37.1320 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3CD0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3C70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026CF38B3AF0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026CF3CF5220>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
804.0903 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
804.1055 	EXP 	text_pause: autoDraw = False
804.1055 	EXP 	text_pause: autoDraw = False
804.1055 	EXP 	hor_line_precue: autoDraw = True
804.1055 	EXP 	ver_line_precue: autoDraw = True
806.1075 	EXP 	hor_line_precue: autoDraw = False
806.1075 	EXP 	ver_line_precue: autoDraw = False
806.1075 	EXP 	hor_line_precue: autoDraw = False
806.1075 	EXP 	ver_line_precue: autoDraw = False
806.1075 	EXP 	image_mi: image = 'pics/right_foot.JPG'
806.1075 	EXP 	image_mi: autoDraw = True
810.6120 	EXP 	image_mi: autoDraw = False
810.6120 	EXP 	image_mi: autoDraw = False
810.6120 	EXP 	text_pause: autoDraw = True
813.0994 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
813.1144 	EXP 	text_pause: autoDraw = False
813.1144 	EXP 	text_pause: autoDraw = False
813.1144 	EXP 	hor_line_precue: autoDraw = True
813.1144 	EXP 	ver_line_precue: autoDraw = True
815.1165 	EXP 	hor_line_precue: autoDraw = False
815.1165 	EXP 	ver_line_precue: autoDraw = False
815.1165 	EXP 	hor_line_precue: autoDraw = False
815.1165 	EXP 	ver_line_precue: autoDraw = False
815.1165 	EXP 	image_mi: image = 'pics/left_hand.JPG'
815.1165 	EXP 	image_mi: autoDraw = True
819.6209 	EXP 	image_mi: autoDraw = False
819.6209 	EXP 	image_mi: autoDraw = False
819.6209 	EXP 	text_pause: autoDraw = True
822.1082 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
822.1234 	EXP 	text_pause: autoDraw = False
822.1234 	EXP 	text_pause: autoDraw = False
822.1234 	EXP 	hor_line_precue: autoDraw = True
822.1234 	EXP 	ver_line_precue: autoDraw = True
824.1254 	EXP 	hor_line_precue: autoDraw = False
824.1254 	EXP 	ver_line_precue: autoDraw = False
824.1254 	EXP 	hor_line_precue: autoDraw = False
824.1254 	EXP 	ver_line_precue: autoDraw = False
824.1254 	EXP 	image_mi: image = 'pics/right_foot.JPG'
824.1254 	EXP 	image_mi: autoDraw = True
828.6299 	EXP 	image_mi: autoDraw = False
828.6299 	EXP 	image_mi: autoDraw = False
828.6299 	EXP 	text_pause: autoDraw = True
831.1172 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
831.1324 	EXP 	text_pause: autoDraw = False
831.1324 	EXP 	text_pause: autoDraw = False
831.1324 	EXP 	hor_line_precue: autoDraw = True
831.1324 	EXP 	ver_line_precue: autoDraw = True
833.1343 	EXP 	hor_line_precue: autoDraw = False
833.1343 	EXP 	ver_line_precue: autoDraw = False
833.1343 	EXP 	hor_line_precue: autoDraw = False
833.1343 	EXP 	ver_line_precue: autoDraw = False
833.1343 	EXP 	image_mi: image = 'pics/left_hand.JPG'
833.1343 	EXP 	image_mi: autoDraw = True
837.6389 	EXP 	image_mi: autoDraw = False
837.6389 	EXP 	image_mi: autoDraw = False
837.6389 	EXP 	text_pause: autoDraw = True
840.1413 	EXP 	text_pause: autoDraw = False
840.1413 	EXP 	text_pause: autoDraw = False
840.1413 	EXP 	text: autoDraw = True
1046.2028 	DATA 	Mouse: Left button down, pos=(310,485)
1046.4182 	DATA 	Mouse:  Left button up, pos=(310,485)
1047.0497 	EXP 	New trial (rep=3, index=0): None
1047.0530 	DATA 	Keypress: space
1047.0636 	EXP 	text: autoDraw = False
1047.0636 	EXP 	text_2: autoDraw = True
1050.0632 	EXP 	Imported classes.xlsx as conditions, 4 conditions, 2 params
1050.0641 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
1050.0646 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1050.0832 	EXP 	text_2: autoDraw = False
1050.0832 	EXP 	hor_line_precue: autoDraw = True
1050.0832 	EXP 	ver_line_precue: autoDraw = True
1052.1019 	EXP 	hor_line_precue: autoDraw = False
1052.1019 	EXP 	ver_line_precue: autoDraw = False
1052.1019 	EXP 	hor_line_precue: autoDraw = False
1052.1019 	EXP 	ver_line_precue: autoDraw = False
1052.1019 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1052.1019 	EXP 	image_mi: autoDraw = True
1056.6063 	EXP 	image_mi: autoDraw = False
1056.6063 	EXP 	image_mi: autoDraw = False
1056.6063 	EXP 	text_pause: autoDraw = True
1059.0937 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1059.1089 	EXP 	text_pause: autoDraw = False
1059.1089 	EXP 	text_pause: autoDraw = False
1059.1089 	EXP 	hor_line_precue: autoDraw = True
1059.1089 	EXP 	ver_line_precue: autoDraw = True
1061.1108 	EXP 	hor_line_precue: autoDraw = False
1061.1108 	EXP 	ver_line_precue: autoDraw = False
1061.1108 	EXP 	hor_line_precue: autoDraw = False
1061.1108 	EXP 	ver_line_precue: autoDraw = False
1061.1108 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1061.1108 	EXP 	image_mi: autoDraw = True
1065.6153 	EXP 	image_mi: autoDraw = False
1065.6153 	EXP 	image_mi: autoDraw = False
1065.6153 	EXP 	text_pause: autoDraw = True
1068.1026 	EXP 	New trial (rep=0, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1068.1178 	EXP 	text_pause: autoDraw = False
1068.1178 	EXP 	text_pause: autoDraw = False
1068.1178 	EXP 	hor_line_precue: autoDraw = True
1068.1178 	EXP 	ver_line_precue: autoDraw = True
1070.1197 	EXP 	hor_line_precue: autoDraw = False
1070.1197 	EXP 	ver_line_precue: autoDraw = False
1070.1197 	EXP 	hor_line_precue: autoDraw = False
1070.1197 	EXP 	ver_line_precue: autoDraw = False
1070.1197 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1070.1197 	EXP 	image_mi: autoDraw = True
1074.6243 	EXP 	image_mi: autoDraw = False
1074.6243 	EXP 	image_mi: autoDraw = False
1074.6243 	EXP 	text_pause: autoDraw = True
1077.1114 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1077.1265 	EXP 	text_pause: autoDraw = False
1077.1265 	EXP 	text_pause: autoDraw = False
1077.1265 	EXP 	hor_line_precue: autoDraw = True
1077.1265 	EXP 	ver_line_precue: autoDraw = True
1079.1287 	EXP 	hor_line_precue: autoDraw = False
1079.1287 	EXP 	ver_line_precue: autoDraw = False
1079.1287 	EXP 	hor_line_precue: autoDraw = False
1079.1287 	EXP 	ver_line_precue: autoDraw = False
1079.1287 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1079.1287 	EXP 	image_mi: autoDraw = True
1083.6332 	EXP 	image_mi: autoDraw = False
1083.6332 	EXP 	image_mi: autoDraw = False
1083.6332 	EXP 	text_pause: autoDraw = True
1086.1205 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1086.1364 	EXP 	text_pause: autoDraw = False
1086.1364 	EXP 	text_pause: autoDraw = False
1086.1364 	EXP 	hor_line_precue: autoDraw = True
1086.1364 	EXP 	ver_line_precue: autoDraw = True
1088.1544 	EXP 	hor_line_precue: autoDraw = False
1088.1544 	EXP 	ver_line_precue: autoDraw = False
1088.1544 	EXP 	hor_line_precue: autoDraw = False
1088.1544 	EXP 	ver_line_precue: autoDraw = False
1088.1544 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1088.1544 	EXP 	image_mi: autoDraw = True
1092.6588 	EXP 	image_mi: autoDraw = False
1092.6588 	EXP 	image_mi: autoDraw = False
1092.6588 	EXP 	text_pause: autoDraw = True
1095.1461 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1095.1614 	EXP 	text_pause: autoDraw = False
1095.1614 	EXP 	text_pause: autoDraw = False
1095.1614 	EXP 	hor_line_precue: autoDraw = True
1095.1614 	EXP 	ver_line_precue: autoDraw = True
1097.1800 	EXP 	hor_line_precue: autoDraw = False
1097.1800 	EXP 	ver_line_precue: autoDraw = False
1097.1800 	EXP 	hor_line_precue: autoDraw = False
1097.1800 	EXP 	ver_line_precue: autoDraw = False
1097.1800 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1097.1800 	EXP 	image_mi: autoDraw = True
1101.6845 	EXP 	image_mi: autoDraw = False
1101.6845 	EXP 	image_mi: autoDraw = False
1101.6845 	EXP 	text_pause: autoDraw = True
1104.1719 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1104.1870 	EXP 	text_pause: autoDraw = False
1104.1870 	EXP 	text_pause: autoDraw = False
1104.1870 	EXP 	hor_line_precue: autoDraw = True
1104.1870 	EXP 	ver_line_precue: autoDraw = True
1106.2056 	EXP 	hor_line_precue: autoDraw = False
1106.2056 	EXP 	ver_line_precue: autoDraw = False
1106.2056 	EXP 	hor_line_precue: autoDraw = False
1106.2056 	EXP 	ver_line_precue: autoDraw = False
1106.2056 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1106.2056 	EXP 	image_mi: autoDraw = True
1110.7101 	EXP 	image_mi: autoDraw = False
1110.7101 	EXP 	image_mi: autoDraw = False
1110.7101 	EXP 	text_pause: autoDraw = True
1113.1974 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1113.2126 	EXP 	text_pause: autoDraw = False
1113.2126 	EXP 	text_pause: autoDraw = False
1113.2126 	EXP 	hor_line_precue: autoDraw = True
1113.2126 	EXP 	ver_line_precue: autoDraw = True
1115.2145 	EXP 	hor_line_precue: autoDraw = False
1115.2145 	EXP 	ver_line_precue: autoDraw = False
1115.2145 	EXP 	hor_line_precue: autoDraw = False
1115.2145 	EXP 	ver_line_precue: autoDraw = False
1115.2145 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1115.2145 	EXP 	image_mi: autoDraw = True
1119.7191 	EXP 	image_mi: autoDraw = False
1119.7191 	EXP 	image_mi: autoDraw = False
1119.7191 	EXP 	text_pause: autoDraw = True
1122.2064 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1122.2215 	EXP 	text_pause: autoDraw = False
1122.2215 	EXP 	text_pause: autoDraw = False
1122.2215 	EXP 	hor_line_precue: autoDraw = True
1122.2215 	EXP 	ver_line_precue: autoDraw = True
1124.2235 	EXP 	hor_line_precue: autoDraw = False
1124.2235 	EXP 	ver_line_precue: autoDraw = False
1124.2235 	EXP 	hor_line_precue: autoDraw = False
1124.2235 	EXP 	ver_line_precue: autoDraw = False
1124.2235 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1124.2235 	EXP 	image_mi: autoDraw = True
1128.7280 	EXP 	image_mi: autoDraw = False
1128.7280 	EXP 	image_mi: autoDraw = False
1128.7280 	EXP 	text_pause: autoDraw = True
1131.2153 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1131.2306 	EXP 	text_pause: autoDraw = False
1131.2306 	EXP 	text_pause: autoDraw = False
1131.2306 	EXP 	hor_line_precue: autoDraw = True
1131.2306 	EXP 	ver_line_precue: autoDraw = True
1133.2325 	EXP 	hor_line_precue: autoDraw = False
1133.2325 	EXP 	ver_line_precue: autoDraw = False
1133.2325 	EXP 	hor_line_precue: autoDraw = False
1133.2325 	EXP 	ver_line_precue: autoDraw = False
1133.2325 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1133.2325 	EXP 	image_mi: autoDraw = True
1137.7370 	EXP 	image_mi: autoDraw = False
1137.7370 	EXP 	image_mi: autoDraw = False
1137.7370 	EXP 	text_pause: autoDraw = True
1140.2243 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1140.2394 	EXP 	text_pause: autoDraw = False
1140.2394 	EXP 	text_pause: autoDraw = False
1140.2394 	EXP 	hor_line_precue: autoDraw = True
1140.2394 	EXP 	ver_line_precue: autoDraw = True
1142.2413 	EXP 	hor_line_precue: autoDraw = False
1142.2413 	EXP 	ver_line_precue: autoDraw = False
1142.2413 	EXP 	hor_line_precue: autoDraw = False
1142.2413 	EXP 	ver_line_precue: autoDraw = False
1142.2413 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1142.2413 	EXP 	image_mi: autoDraw = True
1146.7458 	EXP 	image_mi: autoDraw = False
1146.7458 	EXP 	image_mi: autoDraw = False
1146.7458 	EXP 	text_pause: autoDraw = True
1149.2332 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1149.2484 	EXP 	text_pause: autoDraw = False
1149.2484 	EXP 	text_pause: autoDraw = False
1149.2484 	EXP 	hor_line_precue: autoDraw = True
1149.2484 	EXP 	ver_line_precue: autoDraw = True
1151.2504 	EXP 	hor_line_precue: autoDraw = False
1151.2504 	EXP 	ver_line_precue: autoDraw = False
1151.2504 	EXP 	hor_line_precue: autoDraw = False
1151.2504 	EXP 	ver_line_precue: autoDraw = False
1151.2504 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1151.2504 	EXP 	image_mi: autoDraw = True
1155.7550 	EXP 	image_mi: autoDraw = False
1155.7550 	EXP 	image_mi: autoDraw = False
1155.7550 	EXP 	text_pause: autoDraw = True
1158.2419 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1158.2572 	EXP 	text_pause: autoDraw = False
1158.2572 	EXP 	text_pause: autoDraw = False
1158.2572 	EXP 	hor_line_precue: autoDraw = True
1158.2572 	EXP 	ver_line_precue: autoDraw = True
1160.2594 	EXP 	hor_line_precue: autoDraw = False
1160.2594 	EXP 	ver_line_precue: autoDraw = False
1160.2594 	EXP 	hor_line_precue: autoDraw = False
1160.2594 	EXP 	ver_line_precue: autoDraw = False
1160.2594 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1160.2594 	EXP 	image_mi: autoDraw = True
1164.7638 	EXP 	image_mi: autoDraw = False
1164.7638 	EXP 	image_mi: autoDraw = False
1164.7638 	EXP 	text_pause: autoDraw = True
1167.2511 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1167.2664 	EXP 	text_pause: autoDraw = False
1167.2664 	EXP 	text_pause: autoDraw = False
1167.2664 	EXP 	hor_line_precue: autoDraw = True
1167.2664 	EXP 	ver_line_precue: autoDraw = True
1169.2683 	EXP 	hor_line_precue: autoDraw = False
1169.2683 	EXP 	ver_line_precue: autoDraw = False
1169.2683 	EXP 	hor_line_precue: autoDraw = False
1169.2683 	EXP 	ver_line_precue: autoDraw = False
1169.2683 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1169.2683 	EXP 	image_mi: autoDraw = True
1173.7728 	EXP 	image_mi: autoDraw = False
1173.7728 	EXP 	image_mi: autoDraw = False
1173.7728 	EXP 	text_pause: autoDraw = True
1176.2601 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1176.2754 	EXP 	text_pause: autoDraw = False
1176.2754 	EXP 	text_pause: autoDraw = False
1176.2754 	EXP 	hor_line_precue: autoDraw = True
1176.2754 	EXP 	ver_line_precue: autoDraw = True
1178.2773 	EXP 	hor_line_precue: autoDraw = False
1178.2773 	EXP 	ver_line_precue: autoDraw = False
1178.2773 	EXP 	hor_line_precue: autoDraw = False
1178.2773 	EXP 	ver_line_precue: autoDraw = False
1178.2773 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1178.2773 	EXP 	image_mi: autoDraw = True
1182.7817 	EXP 	image_mi: autoDraw = False
1182.7817 	EXP 	image_mi: autoDraw = False
1182.7817 	EXP 	text_pause: autoDraw = True
1185.2691 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1185.2842 	EXP 	text_pause: autoDraw = False
1185.2842 	EXP 	text_pause: autoDraw = False
1185.2842 	EXP 	hor_line_precue: autoDraw = True
1185.2842 	EXP 	ver_line_precue: autoDraw = True
1187.3030 	EXP 	hor_line_precue: autoDraw = False
1187.3030 	EXP 	ver_line_precue: autoDraw = False
1187.3030 	EXP 	hor_line_precue: autoDraw = False
1187.3030 	EXP 	ver_line_precue: autoDraw = False
1187.3030 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1187.3030 	EXP 	image_mi: autoDraw = True
1191.8074 	EXP 	image_mi: autoDraw = False
1191.8074 	EXP 	image_mi: autoDraw = False
1191.8074 	EXP 	text_pause: autoDraw = True
1194.2946 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1194.3098 	EXP 	text_pause: autoDraw = False
1194.3098 	EXP 	text_pause: autoDraw = False
1194.3098 	EXP 	hor_line_precue: autoDraw = True
1194.3098 	EXP 	ver_line_precue: autoDraw = True
1196.3118 	EXP 	hor_line_precue: autoDraw = False
1196.3118 	EXP 	ver_line_precue: autoDraw = False
1196.3118 	EXP 	hor_line_precue: autoDraw = False
1196.3118 	EXP 	ver_line_precue: autoDraw = False
1196.3118 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1196.3118 	EXP 	image_mi: autoDraw = True
1200.8162 	EXP 	image_mi: autoDraw = False
1200.8162 	EXP 	image_mi: autoDraw = False
1200.8162 	EXP 	text_pause: autoDraw = True
1203.3037 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1203.3189 	EXP 	text_pause: autoDraw = False
1203.3189 	EXP 	text_pause: autoDraw = False
1203.3189 	EXP 	hor_line_precue: autoDraw = True
1203.3189 	EXP 	ver_line_precue: autoDraw = True
1205.3207 	EXP 	hor_line_precue: autoDraw = False
1205.3207 	EXP 	ver_line_precue: autoDraw = False
1205.3207 	EXP 	hor_line_precue: autoDraw = False
1205.3207 	EXP 	ver_line_precue: autoDraw = False
1205.3207 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1205.3207 	EXP 	image_mi: autoDraw = True
1209.8252 	EXP 	image_mi: autoDraw = False
1209.8252 	EXP 	image_mi: autoDraw = False
1209.8252 	EXP 	text_pause: autoDraw = True
1212.3126 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1212.3278 	EXP 	text_pause: autoDraw = False
1212.3278 	EXP 	text_pause: autoDraw = False
1212.3278 	EXP 	hor_line_precue: autoDraw = True
1212.3278 	EXP 	ver_line_precue: autoDraw = True
1214.3297 	EXP 	hor_line_precue: autoDraw = False
1214.3297 	EXP 	ver_line_precue: autoDraw = False
1214.3297 	EXP 	hor_line_precue: autoDraw = False
1214.3297 	EXP 	ver_line_precue: autoDraw = False
1214.3297 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1214.3297 	EXP 	image_mi: autoDraw = True
1218.8343 	EXP 	image_mi: autoDraw = False
1218.8343 	EXP 	image_mi: autoDraw = False
1218.8343 	EXP 	text_pause: autoDraw = True
1221.3216 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1221.3367 	EXP 	text_pause: autoDraw = False
1221.3367 	EXP 	text_pause: autoDraw = False
1221.3367 	EXP 	hor_line_precue: autoDraw = True
1221.3367 	EXP 	ver_line_precue: autoDraw = True
1223.3386 	EXP 	hor_line_precue: autoDraw = False
1223.3386 	EXP 	ver_line_precue: autoDraw = False
1223.3386 	EXP 	hor_line_precue: autoDraw = False
1223.3386 	EXP 	ver_line_precue: autoDraw = False
1223.3386 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1223.3386 	EXP 	image_mi: autoDraw = True
1227.8432 	EXP 	image_mi: autoDraw = False
1227.8432 	EXP 	image_mi: autoDraw = False
1227.8432 	EXP 	text_pause: autoDraw = True
1230.3457 	EXP 	text_pause: autoDraw = False
1230.3457 	EXP 	text_pause: autoDraw = False
1230.3457 	EXP 	text: autoDraw = True
1237.8742 	DATA 	Mouse: Left button down, pos=(1031,574)
1237.9738 	DATA 	Mouse:  Left button up, pos=(1031,574)
1239.0607 	DATA 	Keypress: space
1239.0710 	EXP 	text: autoDraw = False
1239.0710 	EXP 	text_post_run: autoDraw = True
1240.7254 	DATA 	Keypress: space
1240.7394 	EXP 	text_post_run: autoDraw = False
1240.7395 	EXP 	bci_racingteam: status = STOPPED
1240.8298 	EXP 	window1: mouseVisible = True
