7.8916 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE4AC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE4A60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001163AAE48E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001163AF682E0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
796.8463 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
796.8621 	EXP 	text_pause: autoDraw = False
796.8621 	EXP 	text_pause: autoDraw = False
796.8621 	EXP 	hor_line_precue: autoDraw = True
796.8621 	EXP 	ver_line_precue: autoDraw = True
798.8641 	EXP 	hor_line_precue: autoDraw = False
798.8641 	EXP 	ver_line_precue: autoDraw = False
798.8641 	EXP 	hor_line_precue: autoDraw = False
798.8641 	EXP 	ver_line_precue: autoDraw = False
798.8641 	EXP 	image_mi: image = 'pics/right_foot.JPG'
798.8641 	EXP 	image_mi: autoDraw = True
803.3685 	EXP 	image_mi: autoDraw = False
803.3685 	EXP 	image_mi: autoDraw = False
803.3685 	EXP 	text_pause: autoDraw = True
805.8556 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
805.8711 	EXP 	text_pause: autoDraw = False
805.8711 	EXP 	text_pause: autoDraw = False
805.8711 	EXP 	hor_line_precue: autoDraw = True
805.8711 	EXP 	ver_line_precue: autoDraw = True
807.8730 	EXP 	hor_line_precue: autoDraw = False
807.8730 	EXP 	ver_line_precue: autoDraw = False
807.8730 	EXP 	hor_line_precue: autoDraw = False
807.8730 	EXP 	ver_line_precue: autoDraw = False
807.8730 	EXP 	image_mi: image = 'pics/left_hand.JPG'
807.8730 	EXP 	image_mi: autoDraw = True
812.3774 	EXP 	image_mi: autoDraw = False
812.3774 	EXP 	image_mi: autoDraw = False
812.3774 	EXP 	text_pause: autoDraw = True
814.8642 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
814.8800 	EXP 	text_pause: autoDraw = False
814.8800 	EXP 	text_pause: autoDraw = False
814.8800 	EXP 	hor_line_precue: autoDraw = True
814.8800 	EXP 	ver_line_precue: autoDraw = True
816.8819 	EXP 	hor_line_precue: autoDraw = False
816.8819 	EXP 	ver_line_precue: autoDraw = False
816.8819 	EXP 	hor_line_precue: autoDraw = False
816.8819 	EXP 	ver_line_precue: autoDraw = False
816.8819 	EXP 	image_mi: image = 'pics/left_hand.JPG'
816.8819 	EXP 	image_mi: autoDraw = True
821.3864 	EXP 	image_mi: autoDraw = False
821.3864 	EXP 	image_mi: autoDraw = False
821.3864 	EXP 	text_pause: autoDraw = True
823.8732 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
823.8889 	EXP 	text_pause: autoDraw = False
823.8889 	EXP 	text_pause: autoDraw = False
823.8889 	EXP 	hor_line_precue: autoDraw = True
823.8889 	EXP 	ver_line_precue: autoDraw = True
825.8908 	EXP 	hor_line_precue: autoDraw = False
825.8908 	EXP 	ver_line_precue: autoDraw = False
825.8908 	EXP 	hor_line_precue: autoDraw = False
825.8908 	EXP 	ver_line_precue: autoDraw = False
825.8908 	EXP 	image_mi: image = 'pics/left_foot.JPG'
825.8908 	EXP 	image_mi: autoDraw = True
830.3954 	EXP 	image_mi: autoDraw = False
830.3954 	EXP 	image_mi: autoDraw = False
830.3954 	EXP 	text_pause: autoDraw = True
832.8979 	EXP 	text_pause: autoDraw = False
832.8979 	EXP 	text_pause: autoDraw = False
832.8979 	EXP 	text: autoDraw = True
943.4977 	DATA 	Mouse: Left button down, pos=(209,570)
943.6132 	DATA 	Mouse:  Left button up, pos=(209,570)
944.7286 	EXP 	New trial (rep=3, index=0): None
944.7319 	DATA 	Keypress: space
944.7425 	EXP 	text: autoDraw = False
944.7425 	EXP 	text_2: autoDraw = True
947.7418 	EXP 	Imported classes.xlsx as conditions, 4 conditions, 2 params
947.7425 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
947.7429 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
947.7621 	EXP 	text_2: autoDraw = False
947.7621 	EXP 	hor_line_precue: autoDraw = True
947.7621 	EXP 	ver_line_precue: autoDraw = True
949.7809 	EXP 	hor_line_precue: autoDraw = False
949.7809 	EXP 	ver_line_precue: autoDraw = False
949.7809 	EXP 	hor_line_precue: autoDraw = False
949.7809 	EXP 	ver_line_precue: autoDraw = False
949.7809 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
949.7809 	EXP 	image_mi: autoDraw = True
954.2851 	EXP 	image_mi: autoDraw = False
954.2851 	EXP 	image_mi: autoDraw = False
954.2851 	EXP 	text_pause: autoDraw = True
956.7728 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
956.7877 	EXP 	text_pause: autoDraw = False
956.7877 	EXP 	text_pause: autoDraw = False
956.7877 	EXP 	hor_line_precue: autoDraw = True
956.7877 	EXP 	ver_line_precue: autoDraw = True
958.8064 	EXP 	hor_line_precue: autoDraw = False
958.8064 	EXP 	ver_line_precue: autoDraw = False
958.8064 	EXP 	hor_line_precue: autoDraw = False
958.8064 	EXP 	ver_line_precue: autoDraw = False
958.8064 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
958.8064 	EXP 	image_mi: autoDraw = True
963.3110 	EXP 	image_mi: autoDraw = False
963.3110 	EXP 	image_mi: autoDraw = False
963.3110 	EXP 	text_pause: autoDraw = True
965.7982 	EXP 	New trial (rep=0, index=2): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
965.8134 	EXP 	text_pause: autoDraw = False
965.8134 	EXP 	text_pause: autoDraw = False
965.8134 	EXP 	hor_line_precue: autoDraw = True
965.8134 	EXP 	ver_line_precue: autoDraw = True
967.8153 	EXP 	hor_line_precue: autoDraw = False
967.8153 	EXP 	ver_line_precue: autoDraw = False
967.8153 	EXP 	hor_line_precue: autoDraw = False
967.8153 	EXP 	ver_line_precue: autoDraw = False
967.8153 	EXP 	image_mi: image = 'pics/left_foot.JPG'
967.8153 	EXP 	image_mi: autoDraw = True
972.3198 	EXP 	image_mi: autoDraw = False
972.3198 	EXP 	image_mi: autoDraw = False
972.3198 	EXP 	text_pause: autoDraw = True
974.8072 	EXP 	New trial (rep=0, index=3): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
974.8223 	EXP 	text_pause: autoDraw = False
974.8223 	EXP 	text_pause: autoDraw = False
974.8223 	EXP 	hor_line_precue: autoDraw = True
974.8223 	EXP 	ver_line_precue: autoDraw = True
976.8410 	EXP 	hor_line_precue: autoDraw = False
976.8410 	EXP 	ver_line_precue: autoDraw = False
976.8410 	EXP 	hor_line_precue: autoDraw = False
976.8410 	EXP 	ver_line_precue: autoDraw = False
976.8410 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
976.8410 	EXP 	image_mi: autoDraw = True
981.3454 	EXP 	image_mi: autoDraw = False
981.3454 	EXP 	image_mi: autoDraw = False
981.3454 	EXP 	text_pause: autoDraw = True
983.8329 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
983.8479 	EXP 	text_pause: autoDraw = False
983.8479 	EXP 	text_pause: autoDraw = False
983.8479 	EXP 	hor_line_precue: autoDraw = True
983.8479 	EXP 	ver_line_precue: autoDraw = True
985.8500 	EXP 	hor_line_precue: autoDraw = False
985.8500 	EXP 	ver_line_precue: autoDraw = False
985.8500 	EXP 	hor_line_precue: autoDraw = False
985.8500 	EXP 	ver_line_precue: autoDraw = False
985.8500 	EXP 	image_mi: image = 'pics/left_foot.JPG'
985.8500 	EXP 	image_mi: autoDraw = True
990.3544 	EXP 	image_mi: autoDraw = False
990.3544 	EXP 	image_mi: autoDraw = False
990.3544 	EXP 	text_pause: autoDraw = True
992.8418 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
992.8569 	EXP 	text_pause: autoDraw = False
992.8569 	EXP 	text_pause: autoDraw = False
992.8569 	EXP 	hor_line_precue: autoDraw = True
992.8569 	EXP 	ver_line_precue: autoDraw = True
994.8756 	EXP 	hor_line_precue: autoDraw = False
994.8756 	EXP 	ver_line_precue: autoDraw = False
994.8756 	EXP 	hor_line_precue: autoDraw = False
994.8756 	EXP 	ver_line_precue: autoDraw = False
994.8756 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
994.8756 	EXP 	image_mi: autoDraw = True
999.3801 	EXP 	image_mi: autoDraw = False
999.3801 	EXP 	image_mi: autoDraw = False
999.3801 	EXP 	text_pause: autoDraw = True
1001.8676 	EXP 	New trial (rep=1, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1001.8826 	EXP 	text_pause: autoDraw = False
1001.8826 	EXP 	text_pause: autoDraw = False
1001.8826 	EXP 	hor_line_precue: autoDraw = True
1001.8826 	EXP 	ver_line_precue: autoDraw = True
1003.8845 	EXP 	hor_line_precue: autoDraw = False
1003.8845 	EXP 	ver_line_precue: autoDraw = False
1003.8845 	EXP 	hor_line_precue: autoDraw = False
1003.8845 	EXP 	ver_line_precue: autoDraw = False
1003.8845 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1003.8845 	EXP 	image_mi: autoDraw = True
1008.3889 	EXP 	image_mi: autoDraw = False
1008.3889 	EXP 	image_mi: autoDraw = False
1008.3889 	EXP 	text_pause: autoDraw = True
1010.8764 	EXP 	New trial (rep=1, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1010.8915 	EXP 	text_pause: autoDraw = False
1010.8915 	EXP 	text_pause: autoDraw = False
1010.8915 	EXP 	hor_line_precue: autoDraw = True
1010.8915 	EXP 	ver_line_precue: autoDraw = True
1012.8935 	EXP 	hor_line_precue: autoDraw = False
1012.8935 	EXP 	ver_line_precue: autoDraw = False
1012.8935 	EXP 	hor_line_precue: autoDraw = False
1012.8935 	EXP 	ver_line_precue: autoDraw = False
1012.8935 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1012.8935 	EXP 	image_mi: autoDraw = True
1017.3980 	EXP 	image_mi: autoDraw = False
1017.3980 	EXP 	image_mi: autoDraw = False
1017.3980 	EXP 	text_pause: autoDraw = True
1019.8852 	EXP 	New trial (rep=2, index=0): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1019.9005 	EXP 	text_pause: autoDraw = False
1019.9005 	EXP 	text_pause: autoDraw = False
1019.9005 	EXP 	hor_line_precue: autoDraw = True
1019.9005 	EXP 	ver_line_precue: autoDraw = True
1021.9025 	EXP 	hor_line_precue: autoDraw = False
1021.9025 	EXP 	ver_line_precue: autoDraw = False
1021.9025 	EXP 	hor_line_precue: autoDraw = False
1021.9025 	EXP 	ver_line_precue: autoDraw = False
1021.9025 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1021.9025 	EXP 	image_mi: autoDraw = True
1026.4069 	EXP 	image_mi: autoDraw = False
1026.4069 	EXP 	image_mi: autoDraw = False
1026.4069 	EXP 	text_pause: autoDraw = True
1028.8943 	EXP 	New trial (rep=2, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1028.9094 	EXP 	text_pause: autoDraw = False
1028.9094 	EXP 	text_pause: autoDraw = False
1028.9094 	EXP 	hor_line_precue: autoDraw = True
1028.9094 	EXP 	ver_line_precue: autoDraw = True
1030.9114 	EXP 	hor_line_precue: autoDraw = False
1030.9114 	EXP 	ver_line_precue: autoDraw = False
1030.9114 	EXP 	hor_line_precue: autoDraw = False
1030.9114 	EXP 	ver_line_precue: autoDraw = False
1030.9114 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1030.9114 	EXP 	image_mi: autoDraw = True
1035.4159 	EXP 	image_mi: autoDraw = False
1035.4159 	EXP 	image_mi: autoDraw = False
1035.4159 	EXP 	text_pause: autoDraw = True
1037.9032 	EXP 	New trial (rep=2, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1037.9183 	EXP 	text_pause: autoDraw = False
1037.9183 	EXP 	text_pause: autoDraw = False
1037.9183 	EXP 	hor_line_precue: autoDraw = True
1037.9183 	EXP 	ver_line_precue: autoDraw = True
1039.9203 	EXP 	hor_line_precue: autoDraw = False
1039.9203 	EXP 	ver_line_precue: autoDraw = False
1039.9203 	EXP 	hor_line_precue: autoDraw = False
1039.9203 	EXP 	ver_line_precue: autoDraw = False
1039.9203 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1039.9203 	EXP 	image_mi: autoDraw = True
1044.4248 	EXP 	image_mi: autoDraw = False
1044.4248 	EXP 	image_mi: autoDraw = False
1044.4248 	EXP 	text_pause: autoDraw = True
1046.9126 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1046.9272 	EXP 	text_pause: autoDraw = False
1046.9272 	EXP 	text_pause: autoDraw = False
1046.9272 	EXP 	hor_line_precue: autoDraw = True
1046.9272 	EXP 	ver_line_precue: autoDraw = True
1048.9293 	EXP 	hor_line_precue: autoDraw = False
1048.9293 	EXP 	ver_line_precue: autoDraw = False
1048.9293 	EXP 	hor_line_precue: autoDraw = False
1048.9293 	EXP 	ver_line_precue: autoDraw = False
1048.9293 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1048.9293 	EXP 	image_mi: autoDraw = True
1053.4337 	EXP 	image_mi: autoDraw = False
1053.4337 	EXP 	image_mi: autoDraw = False
1053.4337 	EXP 	text_pause: autoDraw = True
1055.9211 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1055.9363 	EXP 	text_pause: autoDraw = False
1055.9363 	EXP 	text_pause: autoDraw = False
1055.9363 	EXP 	hor_line_precue: autoDraw = True
1055.9363 	EXP 	ver_line_precue: autoDraw = True
1057.9382 	EXP 	hor_line_precue: autoDraw = False
1057.9382 	EXP 	ver_line_precue: autoDraw = False
1057.9382 	EXP 	hor_line_precue: autoDraw = False
1057.9382 	EXP 	ver_line_precue: autoDraw = False
1057.9382 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1057.9382 	EXP 	image_mi: autoDraw = True
1062.4427 	EXP 	image_mi: autoDraw = False
1062.4427 	EXP 	image_mi: autoDraw = False
1062.4427 	EXP 	text_pause: autoDraw = True
1064.9303 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1064.9452 	EXP 	text_pause: autoDraw = False
1064.9452 	EXP 	text_pause: autoDraw = False
1064.9452 	EXP 	hor_line_precue: autoDraw = True
1064.9452 	EXP 	ver_line_precue: autoDraw = True
1066.9472 	EXP 	hor_line_precue: autoDraw = False
1066.9472 	EXP 	ver_line_precue: autoDraw = False
1066.9472 	EXP 	hor_line_precue: autoDraw = False
1066.9472 	EXP 	ver_line_precue: autoDraw = False
1066.9472 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1066.9472 	EXP 	image_mi: autoDraw = True
1071.4516 	EXP 	image_mi: autoDraw = False
1071.4516 	EXP 	image_mi: autoDraw = False
1071.4516 	EXP 	text_pause: autoDraw = True
1073.9388 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1073.9541 	EXP 	text_pause: autoDraw = False
1073.9541 	EXP 	text_pause: autoDraw = False
1073.9541 	EXP 	hor_line_precue: autoDraw = True
1073.9541 	EXP 	ver_line_precue: autoDraw = True
1075.9561 	EXP 	hor_line_precue: autoDraw = False
1075.9561 	EXP 	ver_line_precue: autoDraw = False
1075.9561 	EXP 	hor_line_precue: autoDraw = False
1075.9561 	EXP 	ver_line_precue: autoDraw = False
1075.9561 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1075.9561 	EXP 	image_mi: autoDraw = True
1080.4607 	EXP 	image_mi: autoDraw = False
1080.4607 	EXP 	image_mi: autoDraw = False
1080.4607 	EXP 	text_pause: autoDraw = True
1082.9480 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/left_hand.JPG', 'class_mi': 'left_hand'}
1082.9632 	EXP 	text_pause: autoDraw = False
1082.9632 	EXP 	text_pause: autoDraw = False
1082.9632 	EXP 	hor_line_precue: autoDraw = True
1082.9632 	EXP 	ver_line_precue: autoDraw = True
1084.9650 	EXP 	hor_line_precue: autoDraw = False
1084.9650 	EXP 	ver_line_precue: autoDraw = False
1084.9650 	EXP 	hor_line_precue: autoDraw = False
1084.9650 	EXP 	ver_line_precue: autoDraw = False
1084.9650 	EXP 	image_mi: image = 'pics/left_hand.JPG'
1084.9650 	EXP 	image_mi: autoDraw = True
1089.4697 	EXP 	image_mi: autoDraw = False
1089.4697 	EXP 	image_mi: autoDraw = False
1089.4697 	EXP 	text_pause: autoDraw = True
1091.9568 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
1091.9721 	EXP 	text_pause: autoDraw = False
1091.9721 	EXP 	text_pause: autoDraw = False
1091.9721 	EXP 	hor_line_precue: autoDraw = True
1091.9721 	EXP 	ver_line_precue: autoDraw = True
1093.9740 	EXP 	hor_line_precue: autoDraw = False
1093.9740 	EXP 	ver_line_precue: autoDraw = False
1093.9740 	EXP 	hor_line_precue: autoDraw = False
1093.9740 	EXP 	ver_line_precue: autoDraw = False
1093.9740 	EXP 	image_mi: image = 'pics/left_foot.JPG'
1093.9740 	EXP 	image_mi: autoDraw = True
1098.4786 	EXP 	image_mi: autoDraw = False
1098.4786 	EXP 	image_mi: autoDraw = False
1098.4786 	EXP 	text_pause: autoDraw = True
1100.9657 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
1100.9808 	EXP 	text_pause: autoDraw = False
1100.9808 	EXP 	text_pause: autoDraw = False
1100.9808 	EXP 	hor_line_precue: autoDraw = True
1100.9808 	EXP 	ver_line_precue: autoDraw = True
1102.9997 	EXP 	hor_line_precue: autoDraw = False
1102.9997 	EXP 	ver_line_precue: autoDraw = False
1102.9997 	EXP 	hor_line_precue: autoDraw = False
1102.9997 	EXP 	ver_line_precue: autoDraw = False
1102.9997 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
1102.9997 	EXP 	image_mi: autoDraw = True
1107.5042 	EXP 	image_mi: autoDraw = False
1107.5042 	EXP 	image_mi: autoDraw = False
1107.5042 	EXP 	text_pause: autoDraw = True
1109.9915 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1110.0066 	EXP 	text_pause: autoDraw = False
1110.0066 	EXP 	text_pause: autoDraw = False
1110.0066 	EXP 	hor_line_precue: autoDraw = True
1110.0066 	EXP 	ver_line_precue: autoDraw = True
1112.0086 	EXP 	hor_line_precue: autoDraw = False
1112.0086 	EXP 	ver_line_precue: autoDraw = False
1112.0086 	EXP 	hor_line_precue: autoDraw = False
1112.0086 	EXP 	ver_line_precue: autoDraw = False
1112.0086 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1112.0086 	EXP 	image_mi: autoDraw = True
1116.5130 	EXP 	image_mi: autoDraw = False
1116.5130 	EXP 	image_mi: autoDraw = False
1116.5130 	EXP 	text_pause: autoDraw = True
1119.0007 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
1119.0156 	EXP 	text_pause: autoDraw = False
1119.0156 	EXP 	text_pause: autoDraw = False
1119.0156 	EXP 	hor_line_precue: autoDraw = True
1119.0156 	EXP 	ver_line_precue: autoDraw = True
1121.0176 	EXP 	hor_line_precue: autoDraw = False
1121.0176 	EXP 	ver_line_precue: autoDraw = False
1121.0176 	EXP 	hor_line_precue: autoDraw = False
1121.0176 	EXP 	ver_line_precue: autoDraw = False
1121.0176 	EXP 	image_mi: image = 'pics/right_foot.JPG'
1121.0176 	EXP 	image_mi: autoDraw = True
1125.5221 	EXP 	image_mi: autoDraw = False
1125.5221 	EXP 	image_mi: autoDraw = False
1125.5221 	EXP 	text_pause: autoDraw = True
1128.0245 	EXP 	text_pause: autoDraw = False
1128.0245 	EXP 	text_pause: autoDraw = False
1128.0245 	EXP 	text: autoDraw = True
1139.6436 	DATA 	Keypress: space
1139.6528 	EXP 	text: autoDraw = False
1139.6528 	EXP 	text_post_run: autoDraw = True
1140.6407 	DATA 	Keypress: space
1140.6705 	EXP 	text_post_run: autoDraw = False
1140.6707 	EXP 	bci_racingteam: status = STOPPED
1140.7900 	EXP 	window1: mouseVisible = True
