10.3885 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D1485E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D148910>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001480D148700>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001480D601250>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
308.3294 	EXP 	ver_line_precue: autoDraw = False
308.3294 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
308.3294 	EXP 	image_mi: autoDraw = True
308.3294 	EXP 	polygon: autoDraw = True
308.3294 	EXP 	polygon_2: autoDraw = True
308.3294 	EXP 	polygon_3: autoDraw = True
308.3294 	EXP 	polygon_4: autoDraw = True
312.8339 	EXP 	image_mi: autoDraw = False
312.8339 	EXP 	polygon: autoDraw = False
312.8339 	EXP 	polygon_2: autoDraw = False
312.8339 	EXP 	polygon_3: autoDraw = False
312.8339 	EXP 	polygon_4: autoDraw = False
312.8339 	EXP 	image_mi: autoDraw = False
312.8339 	EXP 	polygon: autoDraw = False
312.8339 	EXP 	polygon_2: autoDraw = False
312.8339 	EXP 	polygon_3: autoDraw = False
312.8339 	EXP 	polygon_4: autoDraw = False
312.8339 	EXP 	text_pause: autoDraw = True
315.3217 	EXP 	New trial (rep=2, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
315.3365 	EXP 	text_pause: autoDraw = False
315.3365 	EXP 	text_pause: autoDraw = False
315.3365 	EXP 	hor_line_precue: autoDraw = True
315.3365 	EXP 	ver_line_precue: autoDraw = True
317.3551 	EXP 	hor_line_precue: autoDraw = False
317.3551 	EXP 	ver_line_precue: autoDraw = False
317.3551 	EXP 	hor_line_precue: autoDraw = False
317.3551 	EXP 	ver_line_precue: autoDraw = False
317.3551 	EXP 	image_mi: image = 'pics/left_foot.JPG'
317.3551 	EXP 	image_mi: autoDraw = True
317.3551 	EXP 	polygon: autoDraw = True
317.3551 	EXP 	polygon_2: autoDraw = True
317.3551 	EXP 	polygon_3: autoDraw = True
317.3551 	EXP 	polygon_4: autoDraw = True
321.8596 	EXP 	image_mi: autoDraw = False
321.8596 	EXP 	polygon: autoDraw = False
321.8596 	EXP 	polygon_2: autoDraw = False
321.8596 	EXP 	polygon_3: autoDraw = False
321.8596 	EXP 	polygon_4: autoDraw = False
321.8596 	EXP 	image_mi: autoDraw = False
321.8596 	EXP 	polygon: autoDraw = False
321.8596 	EXP 	polygon_2: autoDraw = False
321.8596 	EXP 	polygon_3: autoDraw = False
321.8596 	EXP 	polygon_4: autoDraw = False
321.8596 	EXP 	text_pause: autoDraw = True
324.3467 	EXP 	New trial (rep=3, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
324.3620 	EXP 	text_pause: autoDraw = False
324.3620 	EXP 	text_pause: autoDraw = False
324.3620 	EXP 	hor_line_precue: autoDraw = True
324.3620 	EXP 	ver_line_precue: autoDraw = True
326.3806 	EXP 	hor_line_precue: autoDraw = False
326.3806 	EXP 	ver_line_precue: autoDraw = False
326.3806 	EXP 	hor_line_precue: autoDraw = False
326.3806 	EXP 	ver_line_precue: autoDraw = False
326.3806 	EXP 	image_mi: image = 'pics/right_foot.JPG'
326.3806 	EXP 	image_mi: autoDraw = True
326.3806 	EXP 	polygon: autoDraw = True
326.3806 	EXP 	polygon_2: autoDraw = True
326.3806 	EXP 	polygon_3: autoDraw = True
326.3806 	EXP 	polygon_4: autoDraw = True
330.8852 	EXP 	image_mi: autoDraw = False
330.8852 	EXP 	polygon: autoDraw = False
330.8852 	EXP 	polygon_2: autoDraw = False
330.8852 	EXP 	polygon_3: autoDraw = False
330.8852 	EXP 	polygon_4: autoDraw = False
330.8852 	EXP 	image_mi: autoDraw = False
330.8852 	EXP 	polygon: autoDraw = False
330.8852 	EXP 	polygon_2: autoDraw = False
330.8852 	EXP 	polygon_3: autoDraw = False
330.8852 	EXP 	polygon_4: autoDraw = False
330.8852 	EXP 	text_pause: autoDraw = True
333.3719 	EXP 	New trial (rep=3, index=1): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
333.3876 	EXP 	text_pause: autoDraw = False
333.3876 	EXP 	text_pause: autoDraw = False
333.3876 	EXP 	hor_line_precue: autoDraw = True
333.3876 	EXP 	ver_line_precue: autoDraw = True
335.4063 	EXP 	hor_line_precue: autoDraw = False
335.4063 	EXP 	ver_line_precue: autoDraw = False
335.4063 	EXP 	hor_line_precue: autoDraw = False
335.4063 	EXP 	ver_line_precue: autoDraw = False
335.4063 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
335.4063 	EXP 	image_mi: autoDraw = True
335.4063 	EXP 	polygon: autoDraw = True
335.4063 	EXP 	polygon_2: autoDraw = True
335.4063 	EXP 	polygon_3: autoDraw = True
335.4063 	EXP 	polygon_4: autoDraw = True
339.9108 	EXP 	image_mi: autoDraw = False
339.9108 	EXP 	polygon: autoDraw = False
339.9108 	EXP 	polygon_2: autoDraw = False
339.9108 	EXP 	polygon_3: autoDraw = False
339.9108 	EXP 	polygon_4: autoDraw = False
339.9108 	EXP 	image_mi: autoDraw = False
339.9108 	EXP 	polygon: autoDraw = False
339.9108 	EXP 	polygon_2: autoDraw = False
339.9108 	EXP 	polygon_3: autoDraw = False
339.9108 	EXP 	polygon_4: autoDraw = False
339.9108 	EXP 	text_pause: autoDraw = True
342.3980 	EXP 	New trial (rep=3, index=2): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
342.4133 	EXP 	text_pause: autoDraw = False
342.4133 	EXP 	text_pause: autoDraw = False
342.4133 	EXP 	hor_line_precue: autoDraw = True
342.4133 	EXP 	ver_line_precue: autoDraw = True
344.4320 	EXP 	hor_line_precue: autoDraw = False
344.4320 	EXP 	ver_line_precue: autoDraw = False
344.4320 	EXP 	hor_line_precue: autoDraw = False
344.4320 	EXP 	ver_line_precue: autoDraw = False
344.4320 	EXP 	image_mi: image = 'pics/right_foot.JPG'
344.4320 	EXP 	image_mi: autoDraw = True
344.4320 	EXP 	polygon: autoDraw = True
344.4320 	EXP 	polygon_2: autoDraw = True
344.4320 	EXP 	polygon_3: autoDraw = True
344.4320 	EXP 	polygon_4: autoDraw = True
348.9363 	EXP 	image_mi: autoDraw = False
348.9363 	EXP 	polygon: autoDraw = False
348.9363 	EXP 	polygon_2: autoDraw = False
348.9363 	EXP 	polygon_3: autoDraw = False
348.9363 	EXP 	polygon_4: autoDraw = False
348.9363 	EXP 	image_mi: autoDraw = False
348.9363 	EXP 	polygon: autoDraw = False
348.9363 	EXP 	polygon_2: autoDraw = False
348.9363 	EXP 	polygon_3: autoDraw = False
348.9363 	EXP 	polygon_4: autoDraw = False
348.9363 	EXP 	text_pause: autoDraw = True
351.4242 	EXP 	New trial (rep=3, index=3): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
351.4389 	EXP 	text_pause: autoDraw = False
351.4389 	EXP 	text_pause: autoDraw = False
351.4389 	EXP 	hor_line_precue: autoDraw = True
351.4389 	EXP 	ver_line_precue: autoDraw = True
353.4575 	EXP 	hor_line_precue: autoDraw = False
353.4575 	EXP 	ver_line_precue: autoDraw = False
353.4575 	EXP 	hor_line_precue: autoDraw = False
353.4575 	EXP 	ver_line_precue: autoDraw = False
353.4575 	EXP 	image_mi: image = 'pics/right_foot.JPG'
353.4575 	EXP 	image_mi: autoDraw = True
353.4575 	EXP 	polygon: autoDraw = True
353.4575 	EXP 	polygon_2: autoDraw = True
353.4575 	EXP 	polygon_3: autoDraw = True
353.4575 	EXP 	polygon_4: autoDraw = True
357.9618 	EXP 	image_mi: autoDraw = False
357.9618 	EXP 	polygon: autoDraw = False
357.9618 	EXP 	polygon_2: autoDraw = False
357.9618 	EXP 	polygon_3: autoDraw = False
357.9618 	EXP 	polygon_4: autoDraw = False
357.9618 	EXP 	image_mi: autoDraw = False
357.9618 	EXP 	polygon: autoDraw = False
357.9618 	EXP 	polygon_2: autoDraw = False
357.9618 	EXP 	polygon_3: autoDraw = False
357.9618 	EXP 	polygon_4: autoDraw = False
357.9618 	EXP 	text_pause: autoDraw = True
360.4498 	EXP 	New trial (rep=4, index=0): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
360.4644 	EXP 	text_pause: autoDraw = False
360.4644 	EXP 	text_pause: autoDraw = False
360.4644 	EXP 	hor_line_precue: autoDraw = True
360.4644 	EXP 	ver_line_precue: autoDraw = True
362.4832 	EXP 	hor_line_precue: autoDraw = False
362.4832 	EXP 	ver_line_precue: autoDraw = False
362.4832 	EXP 	hor_line_precue: autoDraw = False
362.4832 	EXP 	ver_line_precue: autoDraw = False
362.4832 	EXP 	image_mi: image = 'pics/right_foot.JPG'
362.4832 	EXP 	image_mi: autoDraw = True
362.4832 	EXP 	polygon: autoDraw = True
362.4832 	EXP 	polygon_2: autoDraw = True
362.4832 	EXP 	polygon_3: autoDraw = True
362.4832 	EXP 	polygon_4: autoDraw = True
366.9877 	EXP 	image_mi: autoDraw = False
366.9877 	EXP 	polygon: autoDraw = False
366.9877 	EXP 	polygon_2: autoDraw = False
366.9877 	EXP 	polygon_3: autoDraw = False
366.9877 	EXP 	polygon_4: autoDraw = False
366.9877 	EXP 	image_mi: autoDraw = False
366.9877 	EXP 	polygon: autoDraw = False
366.9877 	EXP 	polygon_2: autoDraw = False
366.9877 	EXP 	polygon_3: autoDraw = False
366.9877 	EXP 	polygon_4: autoDraw = False
366.9877 	EXP 	text_pause: autoDraw = True
369.4745 	EXP 	New trial (rep=4, index=1): {'pic_name': 'pics/right_foot.JPG', 'class_mi': 'right_foot'}
369.4901 	EXP 	text_pause: autoDraw = False
369.4901 	EXP 	text_pause: autoDraw = False
369.4901 	EXP 	hor_line_precue: autoDraw = True
369.4901 	EXP 	ver_line_precue: autoDraw = True
371.5088 	EXP 	hor_line_precue: autoDraw = False
371.5088 	EXP 	ver_line_precue: autoDraw = False
371.5088 	EXP 	hor_line_precue: autoDraw = False
371.5088 	EXP 	ver_line_precue: autoDraw = False
371.5088 	EXP 	image_mi: image = 'pics/right_foot.JPG'
371.5088 	EXP 	image_mi: autoDraw = True
371.5088 	EXP 	polygon: autoDraw = True
371.5088 	EXP 	polygon_2: autoDraw = True
371.5088 	EXP 	polygon_3: autoDraw = True
371.5088 	EXP 	polygon_4: autoDraw = True
376.0298 	EXP 	image_mi: autoDraw = False
376.0298 	EXP 	polygon: autoDraw = False
376.0298 	EXP 	polygon_2: autoDraw = False
376.0298 	EXP 	polygon_3: autoDraw = False
376.0298 	EXP 	polygon_4: autoDraw = False
376.0298 	EXP 	image_mi: autoDraw = False
376.0298 	EXP 	polygon: autoDraw = False
376.0298 	EXP 	polygon_2: autoDraw = False
376.0298 	EXP 	polygon_3: autoDraw = False
376.0298 	EXP 	polygon_4: autoDraw = False
376.0298 	EXP 	text_pause: autoDraw = True
378.5170 	EXP 	New trial (rep=4, index=2): {'pic_name': 'pics/mental_singing.JPG', 'class_mi': 'mental_singing'}
378.5324 	EXP 	text_pause: autoDraw = False
378.5324 	EXP 	text_pause: autoDraw = False
378.5324 	EXP 	hor_line_precue: autoDraw = True
378.5324 	EXP 	ver_line_precue: autoDraw = True
380.5510 	EXP 	hor_line_precue: autoDraw = False
380.5510 	EXP 	ver_line_precue: autoDraw = False
380.5510 	EXP 	hor_line_precue: autoDraw = False
380.5510 	EXP 	ver_line_precue: autoDraw = False
380.5510 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
380.5510 	EXP 	image_mi: autoDraw = True
380.5510 	EXP 	polygon: autoDraw = True
380.5510 	EXP 	polygon_2: autoDraw = True
380.5510 	EXP 	polygon_3: autoDraw = True
380.5510 	EXP 	polygon_4: autoDraw = True
385.0555 	EXP 	image_mi: autoDraw = False
385.0555 	EXP 	polygon: autoDraw = False
385.0555 	EXP 	polygon_2: autoDraw = False
385.0555 	EXP 	polygon_3: autoDraw = False
385.0555 	EXP 	polygon_4: autoDraw = False
385.0555 	EXP 	image_mi: autoDraw = False
385.0555 	EXP 	polygon: autoDraw = False
385.0555 	EXP 	polygon_2: autoDraw = False
385.0555 	EXP 	polygon_3: autoDraw = False
385.0555 	EXP 	polygon_4: autoDraw = False
385.0555 	EXP 	text_pause: autoDraw = True
387.5430 	EXP 	New trial (rep=4, index=3): {'pic_name': 'pics/left_foot.JPG', 'class_mi': 'left_foot'}
387.5581 	EXP 	text_pause: autoDraw = False
387.5581 	EXP 	text_pause: autoDraw = False
387.5581 	EXP 	hor_line_precue: autoDraw = True
387.5581 	EXP 	ver_line_precue: autoDraw = True
389.5768 	EXP 	hor_line_precue: autoDraw = False
389.5768 	EXP 	ver_line_precue: autoDraw = False
389.5768 	EXP 	hor_line_precue: autoDraw = False
389.5768 	EXP 	ver_line_precue: autoDraw = False
389.5768 	EXP 	image_mi: image = 'pics/left_foot.JPG'
389.5768 	EXP 	image_mi: autoDraw = True
389.5768 	EXP 	polygon: autoDraw = True
389.5768 	EXP 	polygon_2: autoDraw = True
389.5768 	EXP 	polygon_3: autoDraw = True
389.5768 	EXP 	polygon_4: autoDraw = True
394.0812 	EXP 	image_mi: autoDraw = False
394.0812 	EXP 	polygon: autoDraw = False
394.0812 	EXP 	polygon_2: autoDraw = False
394.0812 	EXP 	polygon_3: autoDraw = False
394.0812 	EXP 	polygon_4: autoDraw = False
394.0812 	EXP 	image_mi: autoDraw = False
394.0812 	EXP 	polygon: autoDraw = False
394.0812 	EXP 	polygon_2: autoDraw = False
394.0812 	EXP 	polygon_3: autoDraw = False
394.0812 	EXP 	polygon_4: autoDraw = False
394.0812 	EXP 	text_pause: autoDraw = True
396.5837 	EXP 	text_pause: autoDraw = False
396.5837 	EXP 	text_pause: autoDraw = False
396.5837 	EXP 	text: autoDraw = True
403.4947 	DATA 	Keypress: lalt
411.2386 	DATA 	Mouse: Left button down, pos=(469,721)
411.4512 	DATA 	Mouse:  Left button up, pos=(469,721)
671.5650 	DATA 	Mouse: Left button down, pos=(328,797)
671.6280 	DATA 	Mouse:  Left button up, pos=(328,797)
672.0778 	DATA 	Keypress: escape
672.1751 	EXP 	online_paradigm: status = STOPPED
672.1905 	EXP 	text: autoDraw = False
672.1906 	EXP 	online_paradigm: status = STOPPED
672.3263 	EXP 	window1: mouseVisible = True
